"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7982","userCanLoginWithCorrectDataTest()","","2026-08-14","passed","2026-08-14","","iteration_1.ui.LoginUserTest","iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","3927","userCannotUpdateNameWithInValidDataTest(String, String) [4] name=jCwgn7 IiAuQ, errorValue=Name must contain two words with letters only","","2026-08-14","passed","2026-08-14","","iteration_2.api.UpdateNameUserTest","iteration_2.api.UpdateNameUserTest","userCannotUpdateNameWithInValidDataTest"
"","10843","userCannotTransferToExternalAccountWithInvalidDataTest(Double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","2026-08-14","passed","2026-08-14","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToExternalAccountWithInvalidDataTest"
"","10923","userCannotTransferAmountExceedingBalanceToExternalAccountTest()","","2026-08-14","passed","2026-08-14","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferAmountExceedingBalanceToExternalAccountTest"
"","6624","adminCannotCrateUserWithInvalidDataTest()","","2026-08-14","passed","2026-08-14","","iteration_1.ui.CreateUserTest","iteration_1.ui.CreateUserTest","adminCannotCrateUserWithInvalidDataTest"
"","9218","userCannotTransferToExternalAccountWithInvalidDataTest(Double, String) [1] amount=-1.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","2026-08-14","passed","2026-08-14","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferToExternalAccountWithInvalidDataTest"
"","5866","adminCanNotCreateUserWithInvalidDataTest(String, String, String, List) [1] username= , password=Password33$, role=USER, errors=[Username cannot be blank, Username must be between 3 and 15 characters, Username must contain only letters, digits, dashes, underscores, and dots]","","2026-08-14","passed","2026-08-14","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","0","userCanRepeatTransfer()","","2026-08-14","skipped","2026-08-14","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCanRepeatTransfer"
"","11451","userCannotDepositWithInvalidData()","","2026-08-14","passed","2026-08-14","","iteration_2.ui.AccountsDepositTest","iteration_2.ui.AccountsDepositTest","userCannotDepositWithInvalidData"
"","4126","userCanTransferBetweenTheirAccountWithValidDataTest(Double) [2] amount=9999.99","","2026-08-14","passed","2026-08-14","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferBetweenTheirAccountWithValidDataTest"
