"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10472","userCannotTransferWithoutConfirmTest()","","2026-08-15","passed","2026-08-15","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCannotTransferWithoutConfirmTest"
"","3369","userCanDepositWithValidDataTest(Double) [1] amount=0.01","","2026-08-15","passed","2026-08-15","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","userCanDepositWithValidDataTest"
"","0","userCannotTransferWithInvalidDataTest()","","2026-08-15","skipped","2026-08-15","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCannotTransferWithInvalidDataTest"
"","0","userCanSearchTransactionWithValidName()","","2026-08-15","skipped","2026-08-15","","iteration_2.ui.AccountsTransferTest","iteration_2.ui.AccountsTransferTest","userCanSearchTransactionWithValidName"
"","7014","adminCanCreateUserWithCorrectDataTest()","","2026-08-15","passed","2026-08-15","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","4081","userCannotTransferBetweenTheirAccountWithInvalidDataTest(Double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","2026-08-15","passed","2026-08-15","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCannotTransferBetweenTheirAccountWithInvalidDataTest"
"","7122","userCanTransferToExternalAccountWithValidDataTest(Double) [2] amount=9999.99","","2026-08-15","passed","2026-08-15","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferToExternalAccountWithValidDataTest"
"","15174","userCanTransferToExternalAccountWithValidDataTest(Double) [3] amount=10000.0","","2026-08-15","passed","2026-08-15","","iteration_2.api.AccountsTransferTest","iteration_2.api.AccountsTransferTest","userCanTransferToExternalAccountWithValidDataTest"
"","1588","adminCanNotCreateUserWithInvalidDataTest(String, String, String, List) [2] username=ab, password=Password33$, role=USER, errors=[Username must be between 3 and 15 characters]","","2026-08-15","passed","2026-08-15","","iteration_1.api.CreateUserTest","iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidDataTest"
"","4687","adminCannotDepositToUserAccountTest()","","2026-08-15","passed","2026-08-15","","iteration_2.api.AccountsDepositTest","iteration_2.api.AccountsDepositTest","adminCannotDepositToUserAccountTest"
